Ã¯Â»Â¿Record Id,Created Time,HSLP ordered at,Platform database ID (Agent),Display name,Property city,State (Agent),Closing date,Property Status,Property Status Updated,Closing Date is Wrong
zcrm_1781014000173739312,7/12/2022,7/13/2022,89494,2191 Lehigh Drive,Pocono Lake,Pennsylvania,,,,false
zcrm_1781014000173723437,7/12/2022,7/12/2022,113253,48 East Ave #2501,Austin,Texas,,,,false
zcrm_1781014000173679268,7/12/2022,7/12/2022,26215,8714 Farm Ridge Laned,Humble,Texas,,,,false
zcrm_1781014000173448589,7/11/2022,8/16/2022,53027,550 Guston Ct,Conroe,Texas,,,,false
zcrm_1781014000173440004,7/11/2022,7/11/2022,76500,175 Drummond Dr,Kerrville,Texas,,,,false
zcrm_1781014000173429773,7/11/2022,7/11/2022,50569,27 N. Haversham Court,Conroe,Texas,,,,false
zcrm_1781014000173429002,7/11/2022,7/11/2022,222689,744 Buffalo St.,Franklin,Pennsylvania,,,,false
zcrm_1781014000173373057,7/11/2022,7/14/2022,8737,745 County Rd. 4669,Boyd,Texas,,,,false
zcrm_1781014000173225069,7/11/2022,7/11/2022,79220,7576 Route 487,Mildred,Pennsylvania,,,,false
zcrm_1781014000172752194,7/8/2022,7/13/2022,95579,234 Avalanche Ln,Drums,Pennsylvania,,,,false
zcrm_1781014000172545142,7/7/2022,7/7/2022,3385,329 Starvation Hill Ln,PIPE CREEK,Texas,,,,false
zcrm_1781014000172048992,7/7/2022,8/29/2022,46610,1107 11th st E Unit B15,Port Aransas,Texas,,,,false
zcrm_1781014000172005050,7/7/2022,7/19/2022,ID:e5bea60d-bd93-435a-a6c8-09600deb9a35,"11501 Decente Dr, Studio City CA 91604-3869 91604-3869",Studio City,California,,,,false
zcrm_1781014000171854828,7/6/2022,7/8/2022,89494,1170 Kinta Circle,Pocono Lake,Pennsylvania,,,,false
zcrm_1781014000171848875,7/6/2022,7/6/2022,90082,390 E Union St.,Nanticoke,Pennsylvania,,,,false
zcrm_1781014000171737133,7/6/2022,7/9/2022,3631,1200 Barton Creek Blvd #46,Austin,Texas,,,,false
zcrm_1781014000171583574,7/5/2022,7/5/2022,63012,5707 S FM 565 Rd,Baytown,Texas,,,,false
zcrm_1781014000171554074,7/5/2022,9/14/2022,331301,25269 CR 460,Grand Saline,Texas,"Sep 26, 2022",,,false
zcrm_1781014000171539631,7/5/2022,7/5/2022,3569,104 Wind Flower Track Court,Willis,Texas,,,,false
zcrm_1781014000171535036,7/5/2022,7/13/2022,321389,2122 Mallard Ct,Lewisville,Texas,,,,false
zcrm_1781014000171140648,7/5/2022,8/15/2022,346649,748 mount Elon church rd,Hopkins,South Carolina,,,,false
zcrm_1781014000170704469,7/3/2022,7/5/2022,33392,2115 FM 1725,Cleveland,Texas,,,,false
zcrm_1781014000170676002,7/2/2022,7/3/2022,211795,1609 David Ln,Effort,Pennsylvania,"Sep 23, 2022",,,false
zcrm_1781014000170590260,7/1/2022,9/8/2022,192589,5604 Overton Drive,Parker,Texas,,,,false
zcrm_1781014000170550375,7/1/2022,7/6/2022,158,105 Regents Lane,Liberty Hill,Texas,,,,false
zcrm_1781014000170445848,7/1/2022,7/18/2022,44366,7950 County Road 4613,Athens,Texas,,,,false
zcrm_1781014000170373034,7/1/2022,7/8/2022,110888,8302 Old York Rd. #A24,Elkins Park,Pennsylvania,"Sep 19, 2022",,,false
zcrm_1781014000169909588,6/30/2022,6/30/2022,157196,613 Tribet Plae,Colwyn,Pennsylvania,,,,false
zcrm_1781014000169564372,6/29/2022,7/5/2022,337083,5701 Corkin Lane,Raleigh,North Carolina,,,,false
zcrm_1781014000169472040,6/29/2022,7/11/2022,28622,2401 Manor Road #116,Austin,Texas,,,,false
