Display name,Property city,State (Agent),Property Status,Property Status Updated,Closing Date is Wrong
2120 Rodgers Ln,Aubrey,Texas,Off Market,22-Aug-22,FALSE
2931 Camelot Lane,Missouri City,Texas,Pending,29-Aug-22,FALSE
1360 Honeysuckle Ln,Lewisville,Texas,Off Market,22-Aug-22,FALSE
11465 Pagewynne Dr,Frisco,Texas,Off Market,29-Aug-22,FALSE
924 Green Coral Drive,Little Elm,Texas,Off Market,22-Aug-22,FALSE
3702 Pine Terrace Ct,Belton,Texas,Off Market,22-Aug-22,FALSE
4515 Sidereal,Austin,Texas,Off Market,22-Aug-22,FALSE
4311 W Cesar E Chavez Blvd,San Antonio,Texas,Off Market,22-Aug-22,FALSE
26115 Penguin Street,Magnolia,Texas,Off Market,22-Aug-22,FALSE
823 S Rusk Street,Gainesville,Texas,Off Market,22-Aug-22,FALSE
994 County Road 3504,Bullard,Texas,Off Market,29-Aug-22,FALSE
2036 Williams Lakeshore Dr,Kingsland,Texas,Off Market,22-Aug-22,FALSE
3109 Fairfield Ln,Midland,Texas,Off Market,22-Aug-22,FALSE
6 Eventide Cir,Wimberley,Texas,Under Contract,22-Aug-22,FALSE
15588 Yarberry Drive,Roanoke,Texas,Off Market,22-Aug-22,FALSE
6710 Stonleigh PL,Austin,Texas,Active,29-Aug-22,FALSE
243 Trout Creek Drive,Pocono lake,Pennsylvania,Off Market,29-Aug-22,FALSE
1829 Kingston Lane,Flower Mound,Texas,Active,22-Aug-22,FALSE
5437 Ricci St,Wichita Falls,Texas,Off Market,29-Aug-22,FALSE
3801 White Hart Drive,Fort Worth,Texas,,,FALSE
5302 S Scout Island Cir,Austin,Texas,Off Market,29-Aug-22,FALSE
409 Cattle Run,Cibolo,Texas,Off Market,22-Aug-22,FALSE
426 Wyndcrest Dr,Temple,Texas,Off Market,29-Aug-22,FALSE
8648 Bricelyn Court,Godley,Texas,Off Market,22-Aug-22,FALSE
432 Cross Ridge Circle N,Fort Worth,Texas,Active,29-Aug-22,FALSE
2387 Forehand Rd,Trinidad,Texas,Active,29-Aug-22,FALSE
320 Egypt Rd.,Norristown,Pennsylvania,Off Market,29-Aug-22,FALSE
2504 12th Ave,Canyon,Texas,Active,22-Aug-22,FALSE
308 Townfork,Cibolo,Texas,,,FALSE
17740 CR 4307,Larue,Texas,,,FALSE
248 W Oley St,Reading,Pennsylvania,Pending,29-Aug-22,FALSE
2427 Pechora Pipit,New Braunfels,Texas,Pending,29-Aug-22,FALSE
721 Saddle Ridge Trail,Weatherford,Texas,Off Market,22-Aug-22,FALSE
501 Castleford,Allen,Texas,Active,29-Aug-22,FALSE
3812 Fern Ridge Dr.,Longview,Texas,Active,22-Aug-22,FALSE
401 Newport Bridge Drive 73034,Edmond,Oklahoma,Off Market,22-Aug-22,FALSE
1021 Forest Grove Drive,Dallas,Texas,Off Market,22-Aug-22,FALSE
335 Grace Street,Pittsburgh,Pennsylvania,Off Market,22-Aug-22,FALSE
561 Redding Drive,Saginaw,Texas,Off Market,29-Aug-22,FALSE
797 St Hwy 97 East,Floresville,Texas,Off Market,22-Aug-22,FALSE
1114 Summer Street,Houston,Texas,Pending,29-Aug-22,FALSE
4301 Brookhollow Lane,Colleyville,Texas,,,FALSE
119 Pine Springs Blvd,York,Pennsylvania,Off Market,22-Aug-22,FALSE
904 Sandy Hill Rd,Burleson,Texas,Off Market,22-Aug-22,FALSE
7418 Boisenberry Lane,Dallas,Texas,Off Market,29-Aug-22,FALSE
3804 Lantana,Mercedes,Texas,Off Market,29-Aug-22,FALSE
1801 Dover Creek Rd,Aubrey,Texas,,,FALSE
23803 Padauk Tree,Katy,Texas,Active,22-Aug-22,FALSE
4317 Winthrop Drive,HARRISBUG,Pennsylvania,Active,22-Aug-22,FALSE
7609 Noreast Dr,Fort Worth,Texas,Off Market,22-Aug-22,FALSE
702 Point Sunset,San Antonio,Texas,Off Market,22-Aug-22,FALSE
6102 Sewall Blvd #238,Galveston,Texas,,,FALSE
1365 W Groesbeck St,Stephenville,Texas,Off Market,22-Aug-22,FALSE
4513 Normandy Way,Grand Prairie,Texas,Off Market,29-Aug-22,FALSE
2631 Skybound,San Antonio,Texas,Off Market,22-Aug-22,FALSE
903 Turtle Creek Blvd,Austin,Texas,Off Market,22-Aug-22,FALSE
426 and 424 E Logan Street,Bellefonte,Pennsylvania,,,FALSE
108 Avalon Dr,Princeton,Texas,Off Market,22-Aug-22,FALSE
224 Jackson Dr,Anahuac,Texas,Active,22-Aug-22,FALSE
5121 W Illinois Ave,Midland,Texas,Under Contract,22-Aug-22,FALSE
846 Brown Thrasher,San Antonio,Texas,,,FALSE
6406 Louise Lane,Killeen,Texas,Off Market,22-Aug-22,FALSE
801 Clark CV,Buda,Texas,Off Market,22-Aug-22,FALSE
5702 Chelmsford Trail,Arlington,Texas,Pending,29-Aug-22,FALSE
17102 Sunlight Peak Cir,Humble,Texas,,,FALSE
509 Endicott Drive,Sherman,Texas,Off Market,22-Aug-22,FALSE
1525 S Race St,Allentown,Pennsylvania,Off Market,22-Aug-22,FALSE
13620 Abigail Adams,Manor,Texas,Active,29-Aug-22,FALSE
375 Cowpath Rd,Souderton,Pennsylvania,Off Market,29-Aug-22,FALSE
4435 Lyndale Drive,Amarillo,Texas,Off Market,29-Aug-22,FALSE
920 Meandering Woods Dr,Keller,Texas,Off Market,22-Aug-22,FALSE
3548 Westmeyer Rd,New Braunfels,Texas,Active,22-Aug-22,FALSE
10306 Sweetwood Dr,Houston,Texas,Off Market,22-Aug-22,FALSE
2444 Lazy Dog Lane,Northlake,Texas,Active,22-Aug-22,FALSE
9740 Clark Street,Philadelphia,Pennsylvania,Off Market,29-Aug-22,FALSE
4503 Kushla Ave,Dallas,Texas,Off Market,22-Aug-22,FALSE
1728 Brushy Cedar Ct,Conroe,Texas,Active,22-Aug-22,FALSE
8419 Greenridge Manor Court,Spring,Texas,,,FALSE
1809 Volga Dr,Corpus Chrsiti,Texas,Active,22-Aug-22,FALSE
579 County Road 339,Jourdanton,Texas,Off Market,29-Aug-22,FALSE
6013 Humber Lane,Aubrey,Texas,Pending,22-Aug-22,FALSE
S-643 Blue Jay Drive,Covington Township,Pennsylvania,Active,22-Aug-22,FALSE
210 Meadow Lane,Longview,Texas,Off Market,22-Aug-22,FALSE
4320 West Lake Mead Boulevard #101 89108,Las Vegas,Nevada,Off Market,22-Aug-22,FALSE
613 Zennia St,Austin,Texas,Off Market,22-Aug-22,FALSE
10112 Echoridge Drive,Austin,,Active,22-Aug-22,FALSE
371 Biltmore Loop,Montgomery,Texas,Active,22-Aug-22,FALSE
2274 Arbor Spring Ct,Cleburne,Texas,,,FALSE
813 Sussex Cove,Cibolo,Texas,Active,29-Aug-22,FALSE
9408 Wildcat Ridge,Godley,Texas,Active,22-Aug-22,FALSE
363 Somerville Drive,McKinney,Texas,Active,22-Aug-22,FALSE
9544 Rising Sun Avenue,Philadelphia,Pennsylvania,Off Market,22-Aug-22,FALSE
2022 EAGLE VIEW DR,NAVASOTA,Texas,Off Market,22-Aug-22,FALSE
1106 Dickenson Drive,Melissa,Texas,Active,29-Aug-22,FALSE
3212 Parkwood Dr,Flower Mound,Texas,Off Market,22-Aug-22,FALSE
4711 Mulberry Street,Philadelphia,Pennsylvania,Off Market,29-Aug-22,FALSE
221 Little Bighorn,Del Rio,Texas,Off Market,22-Aug-22,FALSE
508 Dry Creek Cv,Round Rock,Texas,Off Market,22-Aug-22,FALSE
511 Dolly Dr,Converse,Texas,Active,22-Aug-22,FALSE
2627 W. Walker,Denison,Texas,Active,22-Aug-22,FALSE
7106 Ryan Dr,Austin,Texas,Off Market,22-Aug-22,FALSE
3210 Freshmeadows Drive,Houston,Texas,Active,22-Aug-22,FALSE
213 Paxson Ave,Glenside,Pennsylvania,Off Market,29-Aug-22,FALSE
1102 Antelope Ridge,Cedar Park,Texas,Off Market,29-Aug-22,FALSE
4736 Gholson Road,Waco,Texas,Off Market,22-Aug-22,FALSE
12135 Bowie Mill,San Antonio,Texas,Active,22-Aug-22,FALSE
18243 Lakepoint,Point Venture,Texas,Off Market,22-Aug-22,FALSE
133 Markert Dr,Elgin,Texas,Off Market,22-Aug-22,FALSE
11731 Kilkirk Lane,Dallas,Texas,Active,22-Aug-22,FALSE
900 Woodhollow Lane,Cedar Park,Texas,Under Contract,29-Aug-22,FALSE
11106 Olde Mint House Lane,Tomball,Texas,,,FALSE
1001 Liberty Street #117,Dallas,Texas,Active,22-Aug-22,FALSE
7207 Golden Oak,Killeen,Texas,Active,22-Aug-22,FALSE
321 Meadowood Lane,Coppell,Texas,Off Market,22-Aug-22,FALSE
1004 Utopia,Forney,Texas,Pending,29-Aug-22,FALSE
1610 Summer Rain Drive,Sugar Land,Texas,Active,22-Aug-22,FALSE
4317 Meadowknoll Drive,Fort Worth,Texas,Off Market,29-Aug-22,FALSE
2321 Old Leonard St,Fort Worth,Texas,Off Market,22-Aug-22,FALSE
604 Traci Dr.,Copperas Cove,Texas,Pending,22-Aug-22,FALSE
1002 Flora Ln,Upper Chichester,Pennsylvania,Off Market,22-Aug-22,FALSE
7501 Palmetto Circle,Austin,Texas,Active,22-Aug-22,FALSE
305 Anvil Dr,Haslet,Texas,Active,22-Aug-22,FALSE
355 Arcadia Pl,San Antonio,Texas,Off Market,29-Aug-22,FALSE
22092 Stone Creek Lane,Montgomery,Texas,Off Market,22-Aug-22,FALSE
808 Cedar Elm Drive,Anna,Texas,Off Market,22-Aug-22,FALSE
12525 Levins Hall Rd,Huntersville,North Carolina,Active,29-Aug-22,FALSE
16009 Fontaine Avenue,Austin,Texas,Off Market,22-Aug-22,FALSE
700 San Gabriel Dr.,Liberty Hill,Texas,Active,22-Aug-22,FALSE
112 Woodhaven Dr.,Whitehouse,Texas,Off Market,22-Aug-22,FALSE
316 N Henderson Ave,Dallas,Texas,Off Market,22-Aug-22,FALSE
2010 Old Sonoma Rd 94559,NAPA,California,Off Market,22-Aug-22,FALSE
303 Woodward St #32,Austin,Texas,Off Market,22-Aug-22,FALSE
5211 Laurie Drive,Mineral Wells,Texas,,,FALSE
2726 Dominico Ln,League City,Texas,Off Market,22-Aug-22,FALSE
5904 Lipan Apache Bend,Austin,Texas,Off Market,22-Aug-22,FALSE
13 Lackland Circle,Wichita Falls,Texas,Pending,29-Aug-22,FALSE
332 McMillen Road,Lucas,Texas,Pending,29-Aug-22,FALSE
14414 Obra Lane,Houston,Texas,Active,22-Aug-22,FALSE
141 Sundance Cir,Waxahachie,Texas,Active,22-Aug-22,FALSE
10731 Holly Springs Dr,Houston,Texas,Off Market,22-Aug-22,FALSE
9600 Glenlake Drive,Austin,Texas,Off Market,22-Aug-22,FALSE
18301 Wind Tree Ln,Elgin,Texas,Off Market,22-Aug-22,FALSE
1474 Sullivan Trail,Tannersville,Pennsylvania,,,FALSE
3609 LA JUNTA,Big Spring,Texas,Active,22-Aug-22,FALSE
418 County Road 129,Trent,Texas,Off Market,22-Aug-22,FALSE
517 Oregon Ave,Rochester,Pennsylvania,Off Market,22-Aug-22,FALSE
1160 S Trooper Rd,Trooper,Pennsylvania,Off Market,22-Aug-22,FALSE
203 Winding Ln,Kennett Square,Pennsylvania,Off Market,22-Aug-22,FALSE
1715 Avenue B,Danbury,Texas,Active,22-Aug-22,FALSE
825 W Queen & 1209 N Palace Ave,Tyler,Texas,Active,22-Aug-22,FALSE
13518 Greenwood Manor Dr,Cypress,Texas,Active,22-Aug-22,FALSE
503 South Pearl Street,Trenton,Texas,Off Market,22-Aug-22,FALSE
520 Private Road 7104,Edgewood,Texas,Off Market,22-Aug-22,FALSE
3513 Ferndale,Waco,Texas,Off Market,22-Aug-22,FALSE
1222 Meyers Meadow,New Braunfels,Texas,,,FALSE
4402 Acacia St,Bellaire,Texas,Off Market,22-Aug-22,FALSE
2930 Tierra Verde West 89512,Reno,Nevada,Under Contract,22-Aug-22,FALSE
1308 Cyrus McCormick,Schertz,Texas,Off Market,22-Aug-22,FALSE
213 S Fairview Street,Keene,Texas,Off Market,29-Aug-22,FALSE
703 Hyde Park Court,Austin,Texas,Active,22-Aug-22,FALSE
4061 VZ County Road 3501,Wills Point,Texas,,,FALSE
8209 MacArthur Road,Philadelphia,Pennsylvania,,,FALSE
14850 Hesby Street 91403,Los Angeles,California,,,FALSE
1719 Hitching Post Rd,Granbury,Texas,Off Market,22-Aug-22,FALSE
620 Lake City Dr,Lewisville,Texas,Active,22-Aug-22,FALSE
1008 Mounts Drive,CORPUS CHRISTI,Texas,Active,22-Aug-22,FALSE
12403 Fairpoint Dr,Houston,Texas,Active,29-Aug-22,FALSE
11223 Branding Depot,San Antonio,Texas,Off Market,22-Aug-22,FALSE
4100 Red Wolfe Rd,Denton,Texas,Off Market,22-Aug-22,FALSE
32243 Waterford Crest Lane,Fulshear,Texas,Active,22-Aug-22,FALSE
1401 Vermont Ave,Lancaster,Texas,Active,22-Aug-22,FALSE
626 Longshore Avenue,Philadelphia,Pennsylvania,Off Market,22-Aug-22,FALSE
9628 Millridge Cir,Dallas,Texas,,,FALSE
1303 Hunter Wood Dr,League City,Texas,Active,22-Aug-22,FALSE
862 SW 39th Street,San Antonio,Texas,Off Market,29-Aug-22,FALSE
11006 Invierno Street,Houston,Texas,Off Market,22-Aug-22,FALSE
525 Sorenson Trail,Keller,Texas,Active,22-Aug-22,FALSE
16804 Langland Road,Pflugerville,Texas,,,FALSE
19079 Gainesway Drive,Flint,Texas,Off Market,22-Aug-22,FALSE
124 Highland Ave,North Wales,Pennsylvania,Pending,25-Aug-22,FALSE
6422 Dove Hill Dr.,San Antonio,Texas,Off Market,22-Aug-22,FALSE
733 Theresia St,St Marys,Pennsylvania,Active,22-Aug-22,FALSE
3742 Manayunk Avenue,Philadelphia,Pennsylvania,Active,22-Aug-22,FALSE
4405 Baker St,Philadelphia,Pennsylvania,Off Market,22-Aug-22,FALSE
3832 Ashford Avenue,Fort Worth,Texas,Active,22-Aug-22,FALSE
319 Scott St.,Rogers,Texas,Off Market,22-Aug-22,FALSE
661 Blackchamp,Waxahachie,Texas,Off Market,22-Aug-22,FALSE
8118 Brinkworth,Houston,Texas,Active,22-Aug-22,FALSE
4690 TAFT ST,BEAUMONT,Texas,Active,22-Aug-22,FALSE
2426 Roundabout Lane,Round Rock,Texas,Active,22-Aug-22,FALSE
5802 Melville,Forney,Texas,Active,22-Aug-22,FALSE
Courtland Pl. Back House,San Antonio,Texas,,,FALSE
780 Sudduth Dr,Bridge City,Texas,Off Market,22-Aug-22,FALSE
1737 BARBARA CT.,LINDALE,Texas,Off Market,22-Aug-22,FALSE
633 Strong Street,Dallas,Texas,Pending,22-Aug-22,FALSE
17862 Vía Vallarta 91316,Encino,California,,,FALSE
6729 Coolwater Trail,Fort Worth,Texas,Off Market,29-Aug-22,FALSE
1046 Canterbury Ln,Forney,Texas,Active,22-Aug-22,FALSE
4800 Finley Dr,Austin,Texas,Active,22-Aug-22,FALSE
24746 Rising Hill,San Antonio,Texas,Pending,29-Aug-22,FALSE
1113 Denton Creek Drive,Justin,Texas,Off Market,22-Aug-22,FALSE
2775 Enclave Drove,Frisco,Texas,,,FALSE
236 Tawny Bark Drive,Mooresville,North Carolina,Pending,29-Aug-22,FALSE
106 Center Grange Rd.,Aliquippa,Pennsylvania,Active,22-Aug-22,FALSE
4507 Sunflower Lane,Temple,Texas,Under Contract,22-Aug-22,FALSE
10 S Provence Circle,The Woodlands,Texas,,,FALSE
828 Lilac Drive,Garland,Texas,Active,29-Aug-22,FALSE
11018 Tridens Court,Houston,Texas,Pending,29-Aug-22,FALSE
10855 Meadowglen Lane #933,Houston,Texas,,,FALSE
7204 Chelsea Moor,Austin,Texas,Off Market,15-Aug-22,FALSE
1404 Limelight Ln,Pflugerville,Texas,Off Market,15-Aug-22,FALSE
502 E Courtland Pl.,San Antonio,Texas,Active,31-Aug-22,FALSE
"2255 Braeswood Park Dr, #325",Houston,Texas,Pending,29-Aug-22,FALSE
13538 N Tracewood Bend,Houston,Texas,Off Market,15-Aug-22,FALSE
8988 Plank Rd,Norwood,North Carolina,Under Contract,29-Aug-22,FALSE
1181 Central Way,Lantana,Texas,Under Contract,29-Aug-22,FALSE
4701 Manning Dr,Colleyville,Texas,Off Market,22-Aug-22,FALSE
2108 Flat Creek Drive,Richardson,Texas,Off Market,22-Aug-22,FALSE
8119 Radiant Star,San Antonio,Texas,Off Market,29-Aug-22,FALSE
2504 Lydia Ln,Round Rock,Texas,Active,22-Aug-22,FALSE
7 Tiburon Ct,The Hills,Texas,Under Contract,29-Aug-22,FALSE
11606 Natrona Drive,Austin,Texas,Active,29-Aug-22,FALSE
161 Water St,Pipe Creek,Texas,Off Market,15-Aug-22,FALSE
1106 Harris Street,Odessa,Texas,Off Market,22-Aug-22,FALSE
5253 South Placentia Parkway 89118,Las Vegas,Nevada,,,FALSE
3311 Beaver Glen Dr,Kingwood,Texas,Off Market,15-Aug-22,FALSE
2805 & 2801 Geronimo Trl,Austin,Texas,,,FALSE
404 Green Meadow Ct,Boyd,Texas,Off Market,22-Aug-22,FALSE
801 Luther Street #1303,College Station,Texas,Off Market,15-Aug-22,FALSE
107 Greystone - Main,Boerne,Texas,Active,18-Aug-22,FALSE
362 Milan Street 89015,Henderson,Nevada,Active,22-Aug-22,FALSE
205 South Carson Road 90211,Beverly Hills,California,Active,15-Aug-22,FALSE
18525 County Rd. 5722,Castroville,Texas,,,FALSE
12723 Avens Arbor,San Antonio,Texas,Active,22-Aug-22,FALSE
229 W Circuit Dr.,Beaumont,Texas,Off Market,22-Aug-22,FALSE
712 N David St.,West,Texas,Off Market,22-Aug-22,FALSE
608 TUDOR HOUSE RD,PFLUGERVILLE,Texas,Off Market,15-Aug-22,FALSE
4508 Duval Rd #204,Austin,Texas,Off Market,22-Aug-22,FALSE
117 Edward St,Hanover,Pennsylvania,Pending,29-Aug-22,FALSE
5112 Arrow Rdg,Marion,Texas,Off Market,22-Aug-22,FALSE
118 Jordan lp,Nolanville,Texas,,,FALSE
107 Meadow View Drive,McKinney,Texas,Off Market,15-Aug-22,FALSE
609 Trails End Ct,Hurst,Texas,Active,22-Aug-22,FALSE
618 VZCR 3416,Wills Point,Texas,,,FALSE
25611 Royal Catchfly Rd.,Katy,Texas,Off Market,15-Aug-22,FALSE
5201 Canadian Ave,Midland,Texas,Active,15-Aug-22,FALSE
12420 Stoneridge Gap Ln,Manor,Texas,Pending,29-Aug-22,FALSE
2728 Reagan Street #101,Dallas,Texas,,,FALSE
19291 West Dojaro Road 74451,Park Hill,Oklahoma,Active,22-Aug-22,FALSE
794 Chicora,Conroe,Texas,,,FALSE
2418 Burkburnett Dr,Forney,Texas,Off Market,15-Aug-22,FALSE
2404 Columbia Dr,Flower Mound,Texas,Pending,29-Aug-22,FALSE
800 Double Bend Back Rd,West Lake Hills,Texas,Off Market,15-Aug-22,FALSE
3569 County Road 541,Alvin,Texas,Active,15-Aug-22,FALSE
2111 Streamcrest,Sugar Land,Texas,Active,29-Aug-22,FALSE
5832 Harmony Ranch Rd,Aubrey,Texas,Active,29-Aug-22,FALSE
"26188 9th St, Highland CA 92346-3403 92346-3403",Highland,California,Active,15-Aug-22,FALSE
1700 Oak Point Rd.,Crossroads,Texas,Active,29-Aug-22,FALSE
1900 Little Elm Trail #15,Cedar Park,Texas,Off Market,22-Aug-22,FALSE
2106 Timineri Drive,Princeton,Texas,Off Market,15-Aug-22,FALSE
262 ROCKHILL DRIVE,SAN ANTONIO,Texas,Active,22-Aug-22,FALSE
805 CHESNUT,COLORADO CITY,Texas,,,FALSE
3869 Oakmist Bend Ln,Spring,Texas,Active,22-Aug-22,FALSE
5262 Willowbend Blvd,Houston,Texas,Active,22-Aug-22,FALSE
6144 N FM 157,Venus,Texas,Off Market,15-Aug-22,FALSE
57 Berkley Ave,Lansdowne,Pennsylvania,Active Contingent,29-Aug-22,FALSE
2005 Meadow Ct,Grand Prairie,Texas,Off Market,22-Aug-22,FALSE
930 Tamarack Drive 89509,Reno,Nevada,Under Contract,22-Aug-22,FALSE
2201 Windsor Avenue,Drexel Hill,Pennsylvania,Off Market,15-Aug-22,FALSE
5704 Highland Hills Cir,Austin,,Off Market,15-Aug-22,FALSE
220 Crosswind,Waxahchie,Texas,Off Market,15-Aug-22,FALSE
3709 Cuddy Drive,Denton,Texas,Off Market,15-Aug-22,FALSE
8810 East 95th Street 74133,Tulsa,Oklahoma,Active,22-Aug-22,FALSE
2738 Meandering Elm Trl,Houston,Texas,Active,15-Aug-22,FALSE
4231 Fox Glen Drive,Balch Springs,Texas,Under Contract,29-Aug-22,FALSE
9714 Grand Oak Drive,Austin,Texas,Off Market,15-Aug-22,FALSE
1526 La Manda Blvd,San Antonio,Texas,Off Market,29-Aug-22,FALSE
3768 Preakness Ct.,Cleburne,Texas,Active,15-Aug-22,FALSE
703 Susie Ct,San Antonio,Texas,Active,15-Aug-22,FALSE
2920 Bluebonnet Lane,Bedford,Texas,Active,22-Aug-22,FALSE
17407 Breakwater Drive,Jonestown,Texas,Off Market,22-Aug-22,FALSE
25106 AUGHTON DR.,SPRING,Texas,Active,15-Aug-22,FALSE
15522 York Lane,Selma,Texas,Off Market,15-Aug-22,FALSE
5545 Navarro St,Houston,Texas,Off Market,22-Aug-22,FALSE
711 White Hawk,Harker Heights,Texas,Active,22-Aug-22,FALSE
6849 Thistle Hill Way,Austin,Texas,Off Market,15-Aug-22,FALSE
5661 Colchester Dr.,Prosper,Texas,Off Market,15-Aug-22,FALSE
4012 Hoyer Cv,Round Rock,Texas,Off Market,15-Aug-22,FALSE
9406 Rowland Sayles,Austin,Texas,Off Market,12-Aug-22,FALSE
6022 Beufort Way,Spring,Texas,Pending,22-Aug-22,FALSE
3314 Meridian Dr,Northlake,Texas,Off Market,15-Aug-22,FALSE
553 Hayes Street,Hazleton,Pennsylvania,Off Market,29-Aug-22,FALSE
9 Bentwood Rd,Drums,Pennsylvania,Active,22-Aug-22,FALSE
813 Cormorant Dr,Sherman,Texas,Active,15-Aug-22,FALSE
240 Fox Trot Lane,Double Oak,Texas,Off Market,29-Aug-22,FALSE
6510 Milestone Dr,Abilene,Texas,Pending,22-Aug-22,FALSE
30 Waterwheel Circle,Dover,Delaware,Off Market,22-Aug-22,FALSE
405 Taurus Dr.,Killeen,Texas,Pending,22-Aug-22,FALSE
4005 Villawood Trail,Heartland,Texas,Pending,29-Aug-22,FALSE
1212 Lilac St,Fort Worth,Texas,Active,22-Aug-22,FALSE
5618 Fenton Ln.,Belton,Texas,Active,15-Aug-22,FALSE
74 Mill Point Place,The Woodlands,Texas,Pending,29-Aug-22,FALSE
604 Loraine Ct,Longview,Texas,Off Market,15-Aug-22,FALSE
816 Stirling Street,Coatesville,Pennsylvania,Off Market,15-Aug-22,FALSE
1210 CEDAR CREEK,MIDLAND,Texas,Off Market,15-Aug-22,FALSE
4505 Ponderosa Lane,Temple,Texas,Active,15-Aug-22,FALSE
8018 Hurst Forest Drive,Humble,Texas,Pending,22-Aug-22,FALSE
1800,Hondo,Texas,Off Market,15-Aug-22,FALSE
1014 Kim Avenue,Copperas Cove,Texas,Pending,29-Aug-22,FALSE
8705 Scott CIrcle,Frisco,Texas,Off Market,15-Aug-22,FALSE
3311 Emerald Street,Philadelphia,Pennsylvania,Active,15-Aug-22,FALSE
1404 Limelight Ln,Pflugerville,Texas,Off Market,15-Aug-22,FALSE
709 N 38th Street,Philadelphia,Pennsylvania,Active,29-Aug-22,FALSE
6700 Cooper Lane #28,Austin,Texas,Active,22-Aug-22,FALSE
2400 Texan Dr.,Cedar Park,Texas,Active,15-Aug-22,FALSE
1310 Glouchester Ln,Houston,Texas,Pending,29-Aug-22,FALSE
6883 South 4450 Road 74369,Welch,Oklahoma,Off Market,29-Aug-22,FALSE
771 W 6th St,Rusk,Texas,Off Market,15-Aug-22,FALSE
23 S. Silver Crescent Cir.,The Woodlands,Texas,Off Market,22-Aug-22,FALSE
12293 Pecan Hollow Ln,Frisco,Texas,,,FALSE
14929 Tierra Haven,El Paso,Texas,Off Market,22-Aug-22,FALSE
4710 Devonshire,Wichita falls,Texas,Off Market,15-Aug-22,FALSE
3205 Rampart,killeen,Texas,Off Market,15-Aug-22,FALSE
3519 Mistic Grove,San Antonio,Texas,Pending,29-Aug-22,FALSE
295 Shiro Dr,Kyle,Texas,Pending,22-Aug-22,FALSE
142 Penns Manor Dr,Kennett Square,Pennsylvania,Off Market,15-Aug-22,FALSE
3811 43rd St,Lubbock,Texas,Off Market,15-Aug-22,FALSE
6911 Caddo Lake Ln,Houston,Texas,Pending,22-Aug-22,FALSE
2308 Husk St,Midland,Texas,Active,15-Aug-22,FALSE
1973,New Braunfels,Texas,Off Market,15-Aug-22,FALSE
136 Drew Lane,Kerrville,Texas,Under Contract,29-Aug-22,FALSE
100 ladera cv,marble falls,Texas,Off Market,15-Aug-22,FALSE
15602 Hanover Breeze Ln,Houston,Texas,Active,22-Aug-22,FALSE
310 Brent St,El Campo,Texas,Active,15-Aug-22,FALSE
195 Robin Way,Lackawaxen,Pennsylvania,Active,22-Aug-22,FALSE
512 NW 156th circle 73013,Edmond,Oklahoma,Off Market,15-Aug-22,FALSE
10043 Red Iron Creek,Converse,Texas,Off Market,15-Aug-22,FALSE
606 E Jefferson Street,Waxahachie,Texas,Off Market,15-Aug-22,FALSE
10167 County Road 1121,Athens,Texas,Active,15-Aug-22,FALSE
54 School House Drive,Troy,Pennsylvania,Active,15-Aug-22,FALSE
2722 Coyote Trail Drive,Missouri City,Texas,Pending,29-Aug-22,FALSE
3003 Rock Road,Corsicana,Texas,Active,15-Aug-22,FALSE
4502 Breckenridge Dr,Killeen,Texas,Pending,15-Aug-22,FALSE
10978 W University Blvd,Odessa,Texas,Off Market,15-Aug-22,FALSE
2910 Alta Mesa Dr,Dallas,Texas,Pending,29-Aug-22,FALSE
335 Rodi road,Pittsburgh,Pennsylvania,Active,15-Aug-22,FALSE
5202 Park View Drive,Willis,Texas,Active,15-Aug-22,FALSE
403 Greencove St,Houston,Texas,Active,15-Aug-22,FALSE
441 W St Railroad St.,China,Texas,Active,15-Aug-22,FALSE
1242 Log College Dr,Warminster,Pennsylvania,Active,15-Aug-22,FALSE
706 Rexford Dr,San Antonio,Texas,Off Market,15-Aug-22,FALSE
344 Deerfield Dr,Mount Joy,Pennsylvania,Pending,22-Aug-22,FALSE
2202 Juniper Dr.,Coplay,Pennsylvania,Pending,15-Aug-22,FALSE
2515 FM 450 N,Hallsville,Texas,Pending,29-Aug-22,FALSE
3837 Rosedale,Houston,Texas,Active,15-Aug-22,FALSE
1827 Big Horn Dr,Houston,Texas,Pending,29-Aug-22,FALSE
15712 Kingscrest Circle,Dallas,Texas,Active,15-Aug-22,FALSE
14900 Gypsum mill rd,Manor,Texas,Active,15-Aug-22,FALSE
4071 Honey Bear Loop,Round Rock,Texas,Off Market,15-Aug-22,FALSE
1500 Pecos St #17,Dallas,Texas,Pending,22-Aug-22,FALSE
301 Cross Hill Ln,Holly Springs,North Carolina,Active,15-Aug-22,FALSE
119 KATHERINE DRIVE,DAINGERFIELD,Texas,Pending,15-Aug-22,FALSE
25 Black Rd,Southampton,Pennsylvania,,,FALSE
4527 Williamhurst Ln,League City,Texas,Active,15-Aug-22,FALSE
4805 North FM 3465,Adkins,Texas,Pending,29-Aug-22,FALSE
448 Drystone TRL,Liberty Hill,Texas,Pending,29-Aug-22,FALSE
112 CENTER STREET,SAN ANTONIO,Texas,Active,15-Aug-22,FALSE
19541 Sandhill Ln,Flint,Texas,Off Market,15-Aug-22,FALSE
16340 Beacons Jet Ct,Lindale,Texas,,,FALSE
1016 E Arlington Avenue,Fort Worth,Texas,Pending,22-Aug-22,FALSE
10514 Bandera Dr,Corpus Christi,Texas,Active,15-Aug-22,FALSE
