Record Id,Created Time,HSLP ordered at,Platform database ID (Agent),Display name,Property city,State (Agent),Closing date,Property Status,Property Status Updated,Closing Date is Wrong,,
zcrm_1781014000161146902,6/2/2022,6/2/2022,114488,219 Loesch Drive,Elgin,Texas,,,,false,,
zcrm_1781014000161143167,6/2/2022,6/9/2022,ID:4ee14a3f-980e-4559-860a-f757bad17e38,1480 Riley Avenue 89502,Reno,Nevada,,,,false,,
zcrm_1781014000161141187,6/2/2022,6/17/2022,1603,105 Sheraton Dr,San Antonio,Texas,,,,false,,
zcrm_1781014000161138422,6/2/2022,6/2/2022,278183,104 Pineneedle Ct,Lackawaxen,Pennsylvania,,,,false,,
zcrm_1781014000161104009,6/2/2022,6/2/2022,165700,103 Cozby St. S.,Benbrook,Texas,,,,false,,
zcrm_1781014000161101738,6/2/2022,6/2/2022,200061,1421 Sandalwood ln,Odessa,Texas,,,,false,,
zcrm_1781014000161100761,6/2/2022,6/3/2022,206470,2219 Cedar Elm Terrace,Westlake,Texas,,,,false,,
zcrm_1781014000161091725,6/2/2022,6/2/2022,9172,5504 Normandy Drive,Colleyville,Texas,,,,false,,
zcrm_1781014000161079094,6/2/2022,6/4/2022,84921,278 Sellersville Dr.,East Stroudsburg,Pennsylvania,,,,false,,
zcrm_1781014000161052822,6/2/2022,6/2/2022,3765,200 Lansdowne Ter,Tyler,Texas,,,,false,,
zcrm_1781014000161033334,6/2/2022,6/2/2022,34111,231 Dirks Drive,Wichita Falls,Texas,,,,false,,
zcrm_1781014000161015504,6/2/2022,8/11/2022,157173,289 Congress Ave,Lansdowne,Pennsylvania,,,,false,,
zcrm_1781014000161015275,6/2/2022,6/3/2022,3308,"1207 Village Dr, #1207",San Antonio,Texas,,,,false,,
zcrm_1781014000160997341,6/2/2022,6/6/2022,107042,13104 Sten Bergman Dr,Manchaca,Texas,,,,false,,
zcrm_1781014000160957501,6/1/2022,6/3/2022,166600,4206 McFarland Cir,ORANGE,Texas,,,,false,,
zcrm_1781014000160950544,6/1/2022,6/2/2022,236367,421 Hollyberry Dr,Mansfield,Texas,,,,false,,
zcrm_1781014000160948302,6/1/2022,7/27/2022,7505,6424 County Road 176,Stephenville,Texas,,,,false,,
zcrm_1781014000160930349,6/1/2022,6/1/2022,3554,39 Firefall Ct,The Woodlands,Texas,,,,false,,
zcrm_1781014000160924801,6/1/2022,6/2/2022,292290,15311 Wyndham Hill Dr.,Houston,Texas,,,,true,,
zcrm_1781014000160923673,6/1/2022,6/2/2022,11918,5127 Green Leaf Lane,Fulshear,Texas,,,,false,,
zcrm_1781014000160921388,6/1/2022,6/4/2022,29735,9128 Cranston Ct,Aubrey,Texas,,,,false,,
zcrm_1781014000160917762,6/1/2022,6/14/2022,5493,3312 Harpers Ferry,Austin,Texas,,,,false,,
zcrm_1781014000160909330,6/1/2022,6/2/2022,9480,200 Parker Road,Van Alstyne,Texas,"Oct 17, 2022",,,false,,
zcrm_1781014000160870419,6/1/2022,6/9/2022,115921,8002 Coyote Ridge,Austin,Texas,,,,false,,
zcrm_1781014000160869588,6/1/2022,6/7/2022,17370,7923 Summerfern Ct,Cypress,Texas,,,,false,,
zcrm_1781014000160868374,6/1/2022,6/1/2022,48481,4429 Mirador Dr,Austin,Texas,,,,false,,
zcrm_1781014000160867049,6/1/2022,6/1/2022,333959,347 W Philadelphia St,York,Pennsylvania,"Oct 11, 2022",,,false,,
zcrm_1781014000160864148,6/1/2022,6/1/2022,541,304 Tomahawk Trail,San Antonio,Texas,,,,false,,
zcrm_1781014000160757583,6/1/2022,6/1/2022,122999,3023 Bahar Drive,Arlington,Texas,,,,false,,
zcrm_1781014000160748763,6/1/2022,6/2/2022,122215,2031 Pierce St,High Island,Texas,,,,false,,
zcrm_1781014000160743731,6/1/2022,6/4/2022,169489,3023 Bahar Drive,Arlington,Texas,,,,false,,
zcrm_1781014000160553475,5/31/2022,5/31/2022,333820,22035 Jay Dr,Spring,Texas,,,,false,,
zcrm_1781014000160543577,5/31/2022,6/1/2022,83514,3190 Carobeth Drive Lot 194 Sec C,Tobyhanna,Pennsylvania,,,,false,,
zcrm_1781014000160531556,5/31/2022,6/1/2022,4732,5438 Belmont Ave,Dallas,Texas,,,,false,,
zcrm_1781014000160498397,5/31/2022,6/1/2022,159936,2078 Riverview Rd,Lincolnton,North Carolina,"Sep 30, 2022",,,false,,
zcrm_1781014000160498357,5/31/2022,5/31/2022,200152,11012 Fonso Lane,Austin,Texas,,,,false,,
zcrm_1781014000160479796,5/31/2022,5/31/2022,59168,2033 Stonecourt Drive,Bedford,Texas,,,,false,,
zcrm_1781014000160473528,5/31/2022,6/1/2022,29500,24522 State Hwy 78,Blue Ridge,Texas,"Sep 16, 2022",,,false,,
zcrm_1781014000160466350,5/31/2022,5/31/2022,,813 W Live Oak Circle,Galveston,,,,,false,,
zcrm_1781014000160465357,5/31/2022,6/3/2022,112579,1959 Pillard Summit,San Antonio,Texas,,,,false,,
zcrm_1781014000160431784,5/31/2022,6/2/2022,211828,145 Seneca Trail,Dingmans Ferry,Pennsylvania,,,,false,,
zcrm_1781014000160351818,5/31/2022,6/4/2022,196535,2201 Harvest Hill Drive,Denton,Texas,,,,false,,
zcrm_1781014000160351674,5/31/2022,6/3/2022,246542,96 Dilworthtown Rd,Thornton,Pennsylvania,,,,false,,
zcrm_1781014000160340937,5/31/2022,6/1/2022,130703,10224 Benwick Dr,McKinney,Texas,,,,false,,
zcrm_1781014000160331965,5/31/2022,5/31/2022,311037,1401 Hunting Ridge Rd,Raleigh,North Carolina,,,,false,,
zcrm_1781014000160295108,5/30/2022,6/9/2022,66684,2930 Mars Dr,Garland,Texas,,,,false,,
zcrm_1781014000160208808,5/30/2022,5/30/2022,216245,12333 Hudson Drive,ALVARADO,Texas,,,,false,,
zcrm_1781014000160106971,5/29/2022,8/22/2022,,2655 Avenue D.,Beaumont,,,,,false,,
zcrm_1781014000160095998,5/29/2022,5/29/2022,120286,4651 Blue Sage Ct,Fort Worth,Texas,,,,false,,
zcrm_1781014000160075599,5/29/2022,9/6/2022,332973,318 W Lincoln St,Easton,Pennsylvania,,,,false,,
zcrm_1781014000159990660,5/28/2022,5/28/2022,208617,624 Foxhall St.,Jacksboro,Texas,,,,false,,
zcrm_1781014000159965168,5/27/2022,5/28/2022,172391,6026 SCHAUMBURD DR,SPRING,Texas,,,,false,,
zcrm_1781014000159943665,5/27/2022,6/5/2022,ID:d175fbc5-991f-44a7-94c0-3e8c93edd477,150 Vicente Road 94705,Berkeley,California,,,,false,,
zcrm_1781014000159866297,5/27/2022,5/27/2022,643,9810 Scenic Hills,San Antonio,Texas,,,,false,,
zcrm_1781014000159826579,5/27/2022,5/27/2022,220623,Tammy Horton,3918 Lake Star Dr.,Texas,,,,false,,
zcrm_1781014000159788386,5/27/2022,5/27/2022,143848,11111 Dunlap,Houston,Texas,,,,false,,
zcrm_1781014000159769553,5/27/2022,5/31/2022,190774,555 Tryson Ln,Bridge City,Texas,,,,false,,
zcrm_1781014000159761123,5/27/2022,5/31/2022,213860,7225 NC Highway 62,Trinity,North Carolina,,,,false,,
zcrm_1781014000159757485,5/27/2022,5/27/2022,196880,1617 Woodhill Dr,Round Rock,Texas,,,,false,,
zcrm_1781014000159635860,5/27/2022,7/10/2022,117302,243 Brown Ave,Turtle Creek,Pennsylvania,,,,false,,
zcrm_1781014000159625766,5/27/2022,7/10/2022,117302,58 Somerset st,Pittsburgh,Pennsylvania,,,,false,,
zcrm_1781014000159625761,5/27/2022,7/8/2022,117302,3542 California Ave,Pittsburgh,Pennsylvania,,,,false,,
zcrm_1781014000159623240,5/27/2022,5/27/2022,68098,115 Sendera Way,Canyon Lake,Texas,,,,false,,
zcrm_1781014000159600191,5/26/2022,5/26/2022,74533,4400 Appleby Place,College Station,Texas,,,,false,,
zcrm_1781014000159585635,5/26/2022,6/2/2022,330977,103 County Road 180 #2,Cedar Park,Texas,,,,false,,
zcrm_1781014000159580767,5/26/2022,8/29/2022,,5407 Lavaca Rd,Grand Prairie,,,,,false,,
zcrm_1781014000159577796,5/26/2022,6/17/2022,58012,116 Mindy Way,Liberty Hill,Texas,,,,false,,
zcrm_1781014000159516474,5/26/2022,5/29/2022,1007,1645 SE 3001,Andrews,Texas,,,,false,,
zcrm_1781014000159516134,5/26/2022,5/26/2022,ID:fe2e5d12-2a1d-49fa-8a5f-95cab943cc94,154 Walnut Hill 74728,Broken Bow,Oklahoma,,,,false,,
zcrm_1781014000159445194,5/26/2022,5/26/2022,164963,5615 Quail Lane,Arlington,Texas,"Sep 1, 2022",,,false,,
zcrm_1781014000159440378,5/26/2022,5/26/2022,58478,1027 Oxfordshire Drive,Carrollton,Texas,"Sep 16, 2022",,,false,,
zcrm_1781014000159429239,5/26/2022,5/26/2022,272,6607 Ambrose Circle,Temple,Texas,,,,false,,
zcrm_1781014000159422994,5/26/2022,5/27/2022,62274,16250 Audrey Ln,Arp,Texas,,,,false,,
zcrm_1781014000159422561,5/26/2022,5/26/2022,ID:cb8496f4-3160-4dd8-8044-60b33b4a31f3,1628 Manhattan Ave 90254,Hermosa Beach,California,,,,false,,
zcrm_1781014000159312708,5/26/2022,8/16/2022,46200,1524 Milmo,Ft Worth,Texas,,,,false,,
zcrm_1781014000159293548,5/26/2022,5/26/2022,7375,4060 Richardson St.,Malakoff,Texas,,,,false,,
zcrm_1781014000159267545,5/26/2022,5/26/2022,119024,5608 Fairfax Drive,Frisco,Texas,,,,false,,
zcrm_1781014000159238234,5/26/2022,5/26/2022,303760,212 Virginia Ave,Shenandoah,Pennsylvania,,,,false,,
zcrm_1781014000159181928,5/25/2022,5/26/2022,36612,218 Chimney Rock Rd,Houston,Texas,,,,false,,
zcrm_1781014000159136141,5/25/2022,6/2/2022,3363,2609 Grant Ave,El Paso,Texas,"Sep 16, 2022",,,false,,
zcrm_1781014000159134744,5/25/2022,6/1/2022,23042,315 Silent Spring Drive,Cedar Park,Texas,,,,false,,
zcrm_1781014000159130518,5/25/2022,5/25/2022,205378,410 W 26th St,Wilmington,Delaware,,,,false,,
zcrm_1781014000159125509,5/25/2022,6/7/2022,205378,2415 N Madison St,Wilmington,Delaware,,,,false,,
zcrm_1781014000159110285,5/25/2022,5/31/2022,113577,8005 Flintlock Circle,Lago Vista,Texas,,,,false,,
zcrm_1781014000159095805,5/25/2022,5/25/2022,330413,592 Covington Cir,Calabash,North Carolina,,,,false,,
zcrm_1781014000159088375,5/25/2022,5/26/2022,79542,349 S 47th Street #A310,Philadelphia,Pennsylvania,,,,false,,
zcrm_1781014000159085205,5/25/2022,5/25/2022,66150,1832 Phillips Springs,Gladewater,Texas,,,,false,,
zcrm_1781014000159079765,5/25/2022,5/27/2022,3216,2054 Western Pecan,New Braunfels,Texas,,,,false,,
zcrm_1781014000159076857,5/25/2022,5/26/2022,21689,8932 W Hove Loop,Austin,Texas,,,,false,,
zcrm_1781014000159075247,5/25/2022,5/27/2022,306341,884 Dobson's Knob Loop,Marion,North Carolina,,,,false,,
zcrm_1781014000159060820,5/25/2022,6/1/2022,71753,20000 Woodrow Wilson,Manor,Texas,,,,false,,
zcrm_1781014000159052309,5/25/2022,9/10/2022,326635,"43 S Victoriana Circle, Spring 77389",Spring,Texas,,,,false,,
zcrm_1781014000158875531,5/24/2022,5/27/2022,203029,418 CR 530,Eastland,Texas,,,,false,,
zcrm_1781014000158870201,5/24/2022,5/25/2022,109318,704 Love Henry Court,Southlake,Texas,,,,false,,
zcrm_1781014000158864065,5/24/2022,5/25/2022,66316,914 Leach St.,Kilgore,Texas,,,,false,,
zcrm_1781014000158861842,5/24/2022,5/26/2022,44010,13019 Amarillo Ave.,Austin,Texas,,,,false,,
zcrm_1781014000158837142,5/24/2022,7/15/2022,171311,113 S Spike Road,Corsicana,Texas,,,,false,,
zcrm_1781014000158836532,5/24/2022,7/13/2022,3216,2131 Carlisle Castle Drive,New Braunfels,Texas,,,,false,,
zcrm_1781014000158833616,5/24/2022,5/24/2022,224688,1620 Travis Street,Columbus,Texas,,,,false,,
zcrm_1781014000158796510,5/24/2022,5/24/2022,187136,16760 County Road 4225,Frankston,Texas,,,,false,,
zcrm_1781014000158795075,5/24/2022,5/24/2022,161364,1206 Huntington Cove Ct.,Granbury,Texas,,,,false,,
zcrm_1781014000158794431,5/24/2022,6/1/2022,157709,710 S Wilson Valley Dr,Little River- Academy,Texas,,,,false,,
zcrm_1781014000158728958,5/24/2022,5/24/2022,328998,909 Brentview Rd,Pittsburgh,Pennsylvania,,,,false,,
zcrm_1781014000158702344,5/24/2022,5/26/2022,40390,1111 Twin Harbors Drive,Frsico,Texas,,,,false,,
zcrm_1781014000158669795,5/24/2022,5/24/2022,34171,12720 Rush Creek Lane,Austin,Texas,,,,false,,
zcrm_1781014000158594331,5/24/2022,5/27/2022,174185,17108 Lathrop,Pflugerville,Texas,,,,false,,
zcrm_1781014000158534752,5/24/2022,5/27/2022,10070,6110 Luckey Run,San Antonio,Texas,,,,false,,
zcrm_1781014000158473186,5/23/2022,5/24/2022,4725,4314 Cibolo Creek Trail,Prosper,Texas,,,,false,,
zcrm_1781014000158450470,5/23/2022,6/6/2022,1160,2091 SE 2700,Andrews,Texas,,,,false,,
zcrm_1781014000158434171,5/23/2022,5/24/2022,134486,1213 Casselberry Drive,Flower Mound,Texas,,,,false,,
zcrm_1781014000158418605,5/23/2022,5/30/2022,72899,301 CR 439,Stockdale,Texas,,,,false,,
zcrm_1781014000158415431,5/23/2022,5/24/2022,227931,1 Brecknock Ct,Newtown,Pennsylvania,,,,false,,
zcrm_1781014000158405300,5/23/2022,5/23/2022,1725,5011 Teall Falls,San Antonio,Texas,,,,false,,
zcrm_1781014000158398620,5/23/2022,5/27/2022,33346,16 Wide Canyon Dr.,Wimberley,Texas,"Sep 16, 2022",,,false,,
zcrm_1781014000158380176,5/23/2022,5/31/2022,330053,268 Lakeside Hills Dr,Montgomery,Texas,,,,false,,
zcrm_1781014000158367554,5/23/2022,6/22/2022,52430,23115 San Nicholas Pl.,Katy,Texas,,,,false,,
zcrm_1781014000158331036,5/23/2022,5/23/2022,80099,1218 Daly Street,Philadelphia,Pennsylvania,,,,false,,
zcrm_1781014000158327898,5/23/2022,6/17/2022,215072,5631 Lynbrook Drive,Houston,Texas,,,,false,,
zcrm_1781014000158326380,5/23/2022,5/27/2022,38487,5703 Champions Drive,Midland,Texas,,,,false,,
zcrm_1781014000158326032,5/23/2022,5/23/2022,163096,1410 Edwards St,Houston,Texas,,,,false,,
zcrm_1781014000158249016,5/23/2022,8/6/2022,46200,15324 Milmo,Ft Worth,Texas,,,,false,,
zcrm_1781014000158195578,5/23/2022,5/23/2022,99109,510 Cemetery Road,Little Meadows,Pennsylvania,,,,false,,
zcrm_1781014000158145925,5/22/2022,5/22/2022,276029,416 William St,Pittsburgh we,Pennsylvania,,,,false,,
zcrm_1781014000158144458,5/22/2022,6/21/2022,182127,250 CR 4380,Winnsboro,Texas,,,,false,,
zcrm_1781014000158109106,5/21/2022,5/21/2022,316359,445 Main St,Harleysville,Pennsylvania,,,,false,,
zcrm_1781014000158107743,5/22/2022,5/22/2022,45966,1601 Onion Creek Village Dr,Round Rock,Texas,,,,false,,
zcrm_1781014000158101368,5/21/2022,5/22/2022,231795,4000 Rehel Dr,College Station,Texas,"Jul 12, 2022",,,true,,
zcrm_1781014000158079377,5/21/2022,5/21/2022,264745,1904 N 18TH ST,KILLEEN,Texas,,,,false,,
zcrm_1781014000158039120,5/21/2022,6/13/2022,119786,5827 Waggoner Drive,Dallas,Texas,,,,false,,
zcrm_1781014000158021921,5/21/2022,5/24/2022,155621,1056 Neola Church Rd,Stroudsburg,Pennsylvania,,,,false,,
zcrm_1781014000157995061,5/20/2022,5/20/2022,73745,998 CR 3190,Colmesneil,Texas,,,,false,,
zcrm_1781014000157993893,5/20/2022,7/28/2022,54121,12 Rock Pine Ct.,Spring,Texas,"Sep 29, 2022",,,false,,
zcrm_1781014000157987560,5/20/2022,5/31/2022,63012,226 Freeman,Winnie,Texas,,,,false,,
zcrm_1781014000157965880,5/20/2022,5/22/2022,247123,1110 Saint Andrews Rd,Kingwood,Texas,,,,false,,
zcrm_1781014000157960957,5/20/2022,5/21/2022,21717,112705 Little Blue Stem Cove,Austin,Texas,,,,false,,
zcrm_1781014000157949440,5/20/2022,8/11/2022,70017,17106 Fable Springs Road,Cypress,Texas,,,,false,,
zcrm_1781014000157944807,5/20/2022,5/20/2022,197430,310 Equine Ln,Celina,Texas,"Sep 26, 2022",,,false,,
zcrm_1781014000157921299,5/20/2022,5/20/2022,309778,2806 Colonial,Dickinson,Texas,,,,false,,
zcrm_1781014000157911428,5/20/2022,5/20/2022,43371,842 BIG WATER TRAIL,ABILENE,Texas,,,,false,,
zcrm_1781014000157791783,5/20/2022,5/20/2022,48591,119 Post Oak Way,San Antonio,Texas,,,,false,,
zcrm_1781014000157696480,5/19/2022,8/1/2022,43491,481 Ganymede Dr.,Austin,Texas,,,,false,,
zcrm_1781014000157690892,5/19/2022,6/20/2022,199350,8532 lakeview drive,cleburne,Texas,,,,false,,
zcrm_1781014000157690792,5/19/2022,5/19/2022,51007,2061 Woodhaven,Prosper,Texas,,,,false,,
zcrm_1781014000157690499,5/19/2022,5/19/2022,100679,1802 Liberty Oaks Blvd,Cedar Park,Texas,,,,false,,
zcrm_1781014000157687122,5/19/2022,5/20/2022,46873,701 Polo Club Dr,Austin,Texas,,,,false,,
zcrm_1781014000157671989,5/19/2022,5/19/2022,47581,1373 Fairview Dr.,Rockdale,Texas,,,,false,,
zcrm_1781014000157665562,5/19/2022,5/24/2022,3554,308 Lazy Pine Ct,Conroe,Texas,,,,false,,
zcrm_1781014000157657757,5/19/2022,6/1/2022,,1516 West San Antonio Street,Lockhart,,,,,false,,
zcrm_1781014000157656879,5/19/2022,5/19/2022,248527,1312 Leisure Lane,DeSoto,Texas,,,,false,,
zcrm_1781014000157652329,5/19/2022,5/19/2022,81614,202 Western Ave,Towanda,Pennsylvania,,,,false,,
zcrm_1781014000157551671,5/19/2022,5/19/2022,143848,1720 W Lake,Taylor,Texas,"Sep 26, 2022",,,false,,
zcrm_1781014000157365571,5/19/2022,5/19/2022,283886,2311 Little Turtle Lane,Harker Heights,Texas,,,,false,,
zcrm_1781014000157189326,5/18/2022,5/26/2022,161338,501 E 14th Ave.,Belton,Texas,,,,false,,
zcrm_1781014000157153855,5/18/2022,5/19/2022,113184,603 County Road 18,Damon,Texas,,,,false,,
zcrm_1781014000157144982,5/18/2022,5/23/2022,157196,432 Leiper St,Media,Pennsylvania,,,,false,,
zcrm_1781014000157141598,5/18/2022,5/18/2022,308606,1709 Althea Dr,Houston,Texas,,,,false,,
zcrm_1781014000157141325,5/18/2022,5/20/2022,17370,8306 Rose Petals Ln,Rosharon,Texas,"Jul 20, 2022",,,false,,
zcrm_1781014000157122657,5/18/2022,5/18/2022,89494,1067 Seven Nations Drive,Tobyhanna,Pennsylvania,,,,false,,
zcrm_1781014000157110986,5/18/2022,5/22/2022,111956,151 Alum Crk E,Smithville,Texas,,,,false,,
zcrm_1781014000157110656,5/18/2022,5/18/2022,328202,1617 Point drive,Bensalem,Pennsylvania,,,,false,,
zcrm_1781014000157110549,5/18/2022,5/19/2022,196625,17804 Bridgefarmer Blvd.,Pflugerville,Texas,,,,false,,
zcrm_1781014000157109285,5/18/2022,5/18/2022,312276,2108 East County Road 140,Midland,Texas,"Sep 22, 2022",,,false,,
zcrm_1781014000157089486,5/18/2022,5/19/2022,51471,6409 Risinghill Drive,Dallas,Texas,,,,false,,
zcrm_1781014000157088702,5/18/2022,5/18/2022,279348,8122 Cloud Trail,San Antonio,Texas,,,,false,,
zcrm_1781014000157078985,5/18/2022,6/23/2022,121004,8729 Domingo Drive,Plano,Texas,,,,false,,
zcrm_1781014000157075043,5/18/2022,5/18/2022,65960,825 Grubbs Rd,Seally,Texas,,,,false,,
zcrm_1781014000157073985,5/18/2022,5/18/2022,11164,674 County Rd 232,Nacogdoches,Texas,,,,false,,
zcrm_1781014000157069756,5/18/2022,5/19/2022,13957,TBD County Road 4691,WALLER,Texas,,,,false,,
zcrm_1781014000157066847,5/18/2022,5/18/2022,328391,1714 Ealge Point Rd.,Crosby,Texas,,,,false,,
zcrm_1781014000157051423,5/18/2022,5/18/2022,264704,1023 W Gramercy,San Antonio,Texas,,,,false,,
zcrm_1781014000157050736,5/18/2022,9/7/2022,1191,1206 Silverton Dr,Midland,Texas,"Jul 6, 2022",,,false,,
zcrm_1781014000157049242,5/18/2022,5/19/2022,5176,106 Mildred LN,Fort Worth,Texas,,,,false,,
zcrm_1781014000157038281,5/18/2022,5/23/2022,34171,1008 Lakewood Hill Terrace,Austin,Texas,,,,false,,
zcrm_1781014000156750163,5/17/2022,6/1/2022,59545,7018 Wakefield St,Dallas,Texas,,,,false,,
zcrm_1781014000156742680,5/17/2022,5/18/2022,172596,12200 S FM 730,Azle,Texas,,,,false,,
zcrm_1781014000156728631,5/17/2022,5/30/2022,21540,1139 Gunter St #A,Austin,Texas,,,,false,,
zcrm_1781014000156692381,5/17/2022,5/18/2022,181553,730 York Court,Lewisville,Texas,,,,false,,
zcrm_1781014000156692107,5/17/2022,5/18/2022,52855,30731 North Cripple Creek Drive,Magnolia,Texas,,,,false,,
zcrm_1781014000156688969,5/17/2022,5/18/2022,112107,4127 Cypress Creek Dr,Spring,Texas,,,,false,,
zcrm_1781014000156666619,5/17/2022,5/18/2022,6138,2220 Canton Street #202,Dallas,Texas,"Sep 29, 2022",,,false,,
zcrm_1781014000156648872,5/17/2022,5/17/2022,61919,4102 San Angelo,Amarillo,Texas,,,,false,,
zcrm_1781014000156648599,5/17/2022,5/25/2022,7904,3412 S County Road 1185,Midland,Texas,,,,false,,
zcrm_1781014000156648421,5/17/2022,5/23/2022,34112,1451 Horseshoe Lake Rd,Iowa Park,Texas,,,,false,,
zcrm_1781014000156642839,5/17/2022,5/18/2022,352,4803 Fordham,Lubock,Texas,,,,false,,
zcrm_1781014000156619051,5/17/2022,5/21/2022,5727,8613 Ken Aaron Ct,Austin,Texas,,,,false,,
zcrm_1781014000156614510,5/17/2022,5/18/2022,52944,12949 Lake Parc Bend,Cypress,Texas,,,,false,,
zcrm_1781014000156611030,5/17/2022,5/18/2022,327232,14808 Tierra Escape Ave,El Paso,Texas,,,,false,,
zcrm_1781014000156530665,5/17/2022,5/19/2022,47323,3503 Govalle Ave,Austin,Texas,,,,false,,
zcrm_1781014000156499938,5/17/2022,5/25/2022,119826,487 Oak Hills Lane,Fate,Texas,,,,false,,
zcrm_1781014000156424771,5/17/2022,5/19/2022,9480,2600 Ashcroft Lane,Plano,Texas,"Sep 19, 2022",,,false,,
zcrm_1781014000156403231,5/16/2022,5/26/2022,115306,6920 Bryn Mawr,Austin,Texas,,,,false,,
zcrm_1781014000156398727,5/17/2022,5/17/2022,ID:c7dc155b-a0cb-4d31-bc3d-1e23feab52a0,275 Redlands Street 90293,Playa del Rey,California,,,,false,,
zcrm_1781014000156391384,5/16/2022,5/25/2022,262345,154 Cottonwood Drive,Princeton,Texas,"Sep 23, 2022",,,false,,
zcrm_1781014000156375386,5/16/2022,5/18/2022,263631,1405 Thornton Road,Huntington,Texas,,,,false,,
zcrm_1781014000156352328,5/16/2022,5/18/2022,32454,4704 SCR 1200,Midland,Texas,,,,false,,
zcrm_1781014000156337031,5/16/2022,5/16/2022,109318,6705 Parkwood Dr,North Richland Hills,Texas,,,,false,,
zcrm_1781014000156335494,5/16/2022,5/19/2022,208286,23206 Kobi Park Ct,Spring,Texas,,,,false,,
zcrm_1781014000156292853,5/16/2022,5/16/2022,20803,605 Camden Court,Euless,Texas,,,,false,,
zcrm_1781014000156292472,5/16/2022,8/23/2022,29963,2805 Bonnie,Austin,Texas,,,,false,,
zcrm_1781014000156272750,5/16/2022,6/15/2022,48442,8922 McMeans Trl,Austin,Texas,,,,false,,
zcrm_1781014000156264384,5/16/2022,5/19/2022,95122,14086 US 322,Brookville,Pennsylvania,,,,false,,
zcrm_1781014000156145177,5/16/2022,5/16/2022,ID:2b4ecf22-c5fb-4249-85bf-2ff5ef37a943,12123 South Granite Avenue 74137,Tulsa,Oklahoma,,,,false,,
zcrm_1781014000156138692,5/16/2022,5/16/2022,51770,1725 Harvey Mitchell Pkwy #2314,College Station,Texas,,,,false,,
zcrm_1781014000156081679,5/15/2022,5/17/2022,101024,3816 Roseland Avenue #C300,Dallas,Texas,,,,false,,
zcrm_1781014000156007835,5/14/2022,5/24/2022,34818,755 May Trail,McKinney,Texas,,,,false,,
zcrm_1781014000155988607,5/14/2022,5/16/2022,44702,17902 Laney's Catch,Lytle,Texas,,,,false,,
zcrm_1781014000155988178,5/14/2022,5/17/2022,204716,2245 Block Rd,Gunter,Texas,,,,false,,
zcrm_1781014000155985806,5/14/2022,5/17/2022,175959,115 Mesa Oaks,Leander,Texas,,,,false,,
zcrm_1781014000155965395,5/14/2022,5/14/2022,96785,4609 McKinley Street,Philadelphia,Pennsylvania,,,,false,,
zcrm_1781014000155944286,5/13/2022,5/19/2022,193858,814 N ST Mary,Carthage,Texas,,,,false,,
zcrm_1781014000155933025,5/13/2022,8/22/2022,273974,1915 Prairie View Drive,Dallas,Texas,,,,false,,
zcrm_1781014000155910657,5/13/2022,5/15/2022,277734,454 Marshall Dr,McKeesport,Pennsylvania,,,,false,,
zcrm_1781014000155893735,5/13/2022,5/16/2022,7410,210 Laurel Ridge Circle,Sherman,Texas,"Sep 13, 2022",,,false,,
zcrm_1781014000155892821,5/13/2022,5/15/2022,148427,1035 Harlan Ave,Wichita Falls,Texas,,,,false,,
zcrm_1781014000155883850,5/13/2022,5/17/2022,325989,7712 Windsor,The Colony,Texas,,,,false,,
zcrm_1781014000155883801,5/13/2022,5/13/2022,143144,10157 Private Road 367,Hawley,Texas,,,,false,,
zcrm_1781014000155826810,5/13/2022,5/15/2022,113833,11400 Starling Ranch Trl,Fort Worth,Texas,,,,false,,
zcrm_1781014000155826161,5/13/2022,5/19/2022,143433,734 E 18th St,Houston,Texas,,,,false,,
zcrm_1781014000155754448,5/13/2022,5/13/2022,21668,151 W Creek Cove,Dripping Springs,Texas,,,,false,,
zcrm_1781014000155677376,5/13/2022,5/16/2022,308295,1196 Route 590,Rowland,Pennsylvania,,,,false,,
zcrm_1781014000155551409,5/12/2022,9/10/2022,48594,12 Mayborough Ln,San Antonio,Texas,,,,false,,
zcrm_1781014000155530521,5/12/2022,6/14/2022,303261,12326 Lantana Leaf,San Antonio,Texas,,,,false,,
zcrm_1781014000155527221,5/12/2022,5/17/2022,326151,1810 Butterfield Trail,Grand Prairie,Texas,,,,false,,
zcrm_1781014000155524998,5/12/2022,6/1/2022,162786,3500 County Road 457,Thorndale,Texas,,,,false,,
zcrm_1781014000155518897,5/12/2022,5/12/2022,159705,5076 Red Rock Road,Franklin,Texas,,,,false,,
zcrm_1781014000155512598,5/12/2022,5/12/2022,32424,5200 George Ter,Amarillo,Texas,,,,false,,
zcrm_1781014000155512507,5/12/2022,5/12/2022,3642,2463 Westlake Dr.,Austin,Texas,"Sep 20, 2022",,,false,,
zcrm_1781014000155511186,5/12/2022,5/12/2022,267691,1469 & 1453 Montview St,Canyon Lake,Texas,,,,false,,
zcrm_1781014000155510956,5/12/2022,5/18/2022,21729,2254 Kiskadee Dr.,New Braunfels,Texas,,,,false,,
zcrm_1781014000155509336,5/12/2022,5/12/2022,2255,4806 Manett Street,Dallas,Texas,,,,false,,
zcrm_1781014000155431112,5/12/2022,5/12/2022,507,235 Parkview Terrace,Boerne,Texas,,,,false,,
zcrm_1781014000155430632,5/12/2022,5/16/2022,134559,307 Dominion Drive,Wylie,Texas,,,,false,,
